,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Day,Month,Year,Season
1544,11,2012-04-13,1472752.01,0,72.74,3.891,225.0135556,6.664,13,4,2012,Spring
1545,11,2012-04-20,1315356.99,0,71.97,3.877,225.0689541,6.664,20,4,2012,Spring
1546,11,2012-04-27,1236238.29,0,73.4,3.814,225.1243526,6.664,27,4,2012,Spring
1547,11,2012-04-05,1370251.22,0,79.07,3.749,225.1797511,6.664,5,4,2012,Spring
1548,11,2012-11-05,1300147.07,0,75.13,3.688,225.2351496,6.664,5,11,2012,Autumn
1549,11,2012-05-18,1352442.31,0,72.53,3.63,225.2512024,6.664,18,5,2012,Spring
1550,11,2012-05-25,1297335.87,0,78.44,3.561,225.2515168,6.664,25,5,2012,Spring
1551,11,2012-01-06,1361595.33,0,81.67,3.501,225.2518313,6.664,6,1,2012,Winter
1552,11,2012-08-06,1414343.53,0,82.1,3.452,225.2521458,6.664,6,8,2012,Summer
1553,11,2012-06-15,1417875.42,0,84.97,3.393,225.2644795,6.664,15,6,2012,Summer
1554,11,2012-06-22,1355680.3,0,83.26,3.346,225.3068615,6.664,22,6,2012,Summer
1555,11,2012-06-29,1297028.6,0,87.86,3.286,225.3492435,6.664,29,6,2012,Summer
1556,11,2012-06-07,1461129.94,0,83.44,3.227,225.3916254,6.334,7,6,2012,Summer
1557,11,2012-07-13,1320239.51,0,82.46,3.256,225.4340074,6.334,13,7,2012,Summer
1558,11,2012-07-20,1344483.81,0,82.41,3.311,225.4438827,6.334,20,7,2012,Summer
1559,11,2012-07-27,1272395.02,0,85.43,3.407,225.4537579,6.334,27,7,2012,Summer
1560,11,2012-03-08,1399341.07,0,86.94,3.417,225.4636332,6.334,8,3,2012,Spring
1561,11,2012-10-08,1388973.65,0,86.21,3.494,225.4735085,6.334,8,10,2012,Autumn
1562,11,2012-08-17,1421307.2,0,87.73,3.571,225.5558664,6.334,17,8,2012,Summer
1563,11,2012-08-24,1409515.73,0,83.17,3.62,225.6925864,6.334,24,8,2012,Summer
1564,11,2012-08-31,1372872.35,0,86.49,3.638,225.8293063,6.334,31,8,2012,Summer
1565,11,2012-07-09,1304584.4,1,85.17,3.73,225.9660263,6.334,9,7,2012,Summer
1566,11,2012-09-14,1267675.05,0,79.61,3.717,226.1122067,6.334,14,9,2012,Autumn
1567,11,2012-09-21,1326132.98,0,73.64,3.721,226.3151496,6.334,21,9,2012,Autumn
1568,11,2012-09-28,1227430.73,0,77.67,3.666,226.5180926,6.334,28,9,2012,Autumn
1569,11,2012-05-10,1422794.26,0,73.37,3.617,226.7210356,6.034,10,5,2012,Spring
1570,11,2012-12-10,1311965.09,0,69.94,3.601,226.9239785,6.034,10,12,2012,Winter
1571,11,2012-10-19,1232073.18,0,73.77,3.594,226.9688442,6.034,19,10,2012,Autumn
1572,11,2012-10-26,1200729.45,0,74.26,3.506,226.9873637,6.034,26,10,2012,Autumn
1573,12,2010-05-02,1100046.37,0,49.47,2.962,126.4420645,13.975,2,5,2010,Spring
1574,12,2010-12-02,1117863.33,1,47.87,2.946,126.4962581,13.975,2,12,2010,Winter
1575,12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975,19,2,2010,Winter
1576,12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975,26,2,2010,Winter
1577,12,2010-05-03,1077018.27,0,53.77,2.987,126.5782857,13.975,3,5,2010,Spring
1578,12,2010-12-03,985594.23,0,50.11,2.925,126.6042857,13.975,3,12,2010,Winter
1579,12,2010-03-19,972088.34,0,59.57,3.054,126.6066452,13.975,19,3,2010,Spring
1580,12,2010-03-26,981615.81,0,60.06,3.083,126.6050645,13.975,26,3,2010,Spring
1581,12,2010-02-04,1011822.3,0,59.84,3.086,126.6034839,14.099,4,2,2010,Winter
1582,12,2010-09-04,1041238.87,0,59.25,3.09,126.6019032,14.099,4,9,2010,Autumn
1583,12,2010-04-16,957997.52,0,64.95,3.109,126.5621,14.099,16,4,2010,Spring
1584,12,2010-04-23,993833.44,0,64.55,3.05,126.4713333,14.099,23,4,2010,Spring
1585,12,2010-04-30,954220.22,0,67.38,3.105,126.3805667,14.099,30,4,2010,Spring
1586,12,2010-07-05,1043240.27,0,70.15,3.127,126.2898,14.099,5,7,2010,Summer
1587,12,2010-05-14,966054.97,0,68.44,3.145,126.2085484,14.099,14,5,2010,Spring
1588,12,2010-05-21,958374.56,0,76.2,3.12,126.1843871,14.099,21,5,2010,Spring
1589,12,2010-05-28,955451.16,0,67.84,3.058,126.1602258,14.099,28,5,2010,Spring
1590,12,2010-04-06,1049357.36,0,81.39,2.941,126.1360645,14.099,6,4,2010,Spring
1591,12,2010-11-06,1016039.71,0,90.84,2.949,126.1119032,14.099,6,11,2010,Autumn
1592,12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099,18,6,2010,Summer
1593,12,2010-06-25,958007.69,0,87.27,3.084,126.1266,14.099,25,6,2010,Summer
1594,12,2010-02-07,951957.31,0,91.98,3.105,126.1392,14.18,7,2,2010,Winter
1595,12,2010-09-07,943506.28,0,90.37,3.1,126.1518,14.18,7,9,2010,Autumn
1596,12,2010-07-16,916402.76,0,97.18,3.094,126.1498065,14.18,16,7,2010,Summer
1597,12,2010-07-23,912403.67,0,99.22,3.112,126.1283548,14.18,23,7,2010,Summer
1598,12,2010-07-30,913548.25,0,96.31,3.017,126.1069032,14.18,30,7,2010,Summer
1599,12,2010-06-08,967576.95,0,92.95,3.123,126.0854516,14.18,8,6,2010,Summer
1600,12,2010-08-13,928264.4,0,87.01,3.159,126.064,14.18,13,8,2010,Summer
1601,12,2010-08-20,948447.34,0,92.81,3.041,126.0766452,14.18,20,8,2010,Summer
1602,12,2010-08-27,1004516.46,0,93.19,3.129,126.0892903,14.18,27,8,2010,Summer
1603,12,2010-03-09,1075758.55,0,83.12,3.087,126.1019355,14.18,9,3,2010,Spring
1604,12,2010-10-09,903119.03,1,83.63,3.044,126.1145806,14.18,9,10,2010,Autumn
1605,12,2010-09-17,852882.61,0,82.45,3.028,126.1454667,14.18,17,9,2010,Autumn
1606,12,2010-09-24,851919.34,0,81.77,2.939,126.1900333,14.18,24,9,2010,Autumn
1607,12,2010-01-10,850936.26,0,85.2,3.001,126.2346,14.313,10,1,2010,Winter
1608,12,2010-08-10,918335.68,0,71.82,3.013,126.2791667,14.313,10,8,2010,Summer
1609,12,2010-10-15,862419.84,0,75.0,2.976,126.3266774,14.313,15,10,2010,Autumn
1610,12,2010-10-22,857883.46,0,68.85,3.014,126.3815484,14.313,22,10,2010,Autumn
1611,12,2010-10-29,955294.7,0,61.09,3.016,126.4364194,14.313,29,10,2010,Autumn
1612,12,2010-05-11,929690.71,0,65.49,3.129,126.4912903,14.313,11,5,2010,Spring
1613,12,2010-12-11,942475.24,0,57.79,3.13,126.5461613,14.313,11,12,2010,Winter
1614,12,2010-11-19,894493.7,0,58.18,3.161,126.6072,14.313,19,11,2010,Autumn
1615,12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313,26,11,2010,Autumn
1616,12,2010-03-12,1069533.17,0,43.33,3.041,126.7313333,14.313,12,3,2010,Spring
1617,12,2010-10-12,1121934.15,0,50.01,3.203,126.7934,14.313,12,10,2010,Autumn
1618,12,2010-12-17,1295605.35,0,52.77,3.236,126.8794839,14.313,17,12,2010,Winter
1619,12,2010-12-24,1768249.89,0,52.02,3.236,126.9835806,14.313,24,12,2010,Winter
1620,12,2010-12-31,891736.91,1,45.64,3.148,127.0876774,14.313,31,12,2010,Winter
1621,12,2011-07-01,910110.24,0,37.64,3.287,127.1917742,14.021,1,7,2011,Summer
1622,12,2011-01-14,812011.8,0,43.15,3.312,127.3009355,14.021,14,1,2011,Winter
1623,12,2011-01-21,802105.5,0,53.53,3.223,127.4404839,14.021,21,1,2011,Winter
1624,12,2011-01-28,873119.06,0,50.74,3.342,127.5800323,14.021,28,1,2011,Winter
1625,12,2011-04-02,1046068.17,0,45.14,3.348,127.7195806,14.021,2,4,2011,Spring
1626,12,2011-11-02,1086421.57,1,51.3,3.381,127.859129,14.021,2,11,2011,Autumn
1627,12,2011-02-18,1128485.1,0,53.35,3.43,127.99525,14.021,18,2,2011,Winter
1628,12,2011-02-25,1046203.72,0,48.45,3.53,128.13,14.021,25,2,2011,Winter
1629,12,2011-04-03,1085248.21,0,51.72,3.674,128.26475,14.021,3,4,2011,Spring
1630,12,2011-11-03,997672.62,0,57.75,3.818,128.3995,14.021,3,11,2011,Autumn
1631,12,2011-03-18,1009502.01,0,64.21,3.692,128.5121935,14.021,18,3,2011,Spring
1632,12,2011-03-25,954107.32,0,54.4,3.909,128.6160645,14.021,25,3,2011,Spring
1633,12,2011-01-04,1005463.49,0,63.63,3.772,128.7199355,13.736,4,1,2011,Winter
1634,12,2011-08-04,998362.05,0,64.47,4.003,128.8238065,13.736,4,8,2011,Summer
1635,12,2011-04-15,990951.77,0,57.63,3.868,128.9107333,13.736,15,4,2011,Spring
1636,12,2011-04-22,1016019.47,0,72.12,4.134,128.9553,13.736,22,4,2011,Spring
1637,12,2011-04-29,994966.1,0,68.27,4.151,128.9998667,13.736,29,4,2011,Spring
1638,12,2011-06-05,1021154.48,0,68.4,4.193,129.0444333,13.736,5,6,2011,Summer
1639,12,2011-05-13,977033.5,0,70.93,4.202,129.089,13.736,13,5,2011,Spring
1640,12,2011-05-20,924134.99,0,66.59,4.169,129.0756774,13.736,20,5,2011,Spring
1641,12,2011-05-27,964332.51,0,76.67,4.087,129.0623548,13.736,27,5,2011,Spring
1642,12,2011-03-06,970328.68,0,71.81,4.031,129.0490323,13.736,6,3,2011,Spring
1643,12,2011-10-06,996937.95,0,78.72,3.981,129.0357097,13.736,6,10,2011,Autumn
1644,12,2011-06-17,986504.93,0,86.84,3.935,129.0432,13.736,17,6,2011,Summer
1645,12,2011-06-24,997282.75,0,88.95,3.898,129.0663,13.736,24,6,2011,Summer
1646,12,2011-01-07,961993.34,0,89.85,3.842,129.0894,13.503,7,1,2011,Winter
1647,12,2011-08-07,943717.38,0,89.9,3.705,129.1125,13.503,7,8,2011,Summer
1648,12,2011-07-15,936001.98,0,88.1,3.692,129.1338387,13.503,15,7,2011,Summer
1649,12,2011-07-22,922231.92,0,91.17,3.794,129.1507742,13.503,22,7,2011,Summer
1650,12,2011-07-29,890547.07,0,93.29,3.805,129.1677097,13.503,29,7,2011,Summer
1651,12,2011-05-08,988712.52,0,90.61,3.803,129.1846452,13.503,8,5,2011,Spring
1652,12,2011-12-08,955913.68,0,91.04,3.701,129.2015806,13.503,8,12,2011,Winter
1653,12,2011-08-19,966817.24,0,91.74,3.743,129.2405806,13.503,19,8,2011,Summer
1654,12,2011-08-26,1017593.47,0,94.61,3.74,129.2832581,13.503,26,8,2011,Summer
1655,12,2011-02-09,1052051.45,0,93.66,3.798,129.3259355,13.503,9,2,2011,Winter
1656,12,2011-09-09,922850.57,1,88.0,3.913,129.3686129,13.503,9,9,2011,Autumn
1657,12,2011-09-16,889290.23,0,76.36,3.918,129.4306,13.503,16,9,2011,Autumn
1658,12,2011-09-23,871692.74,0,82.95,3.789,129.5183333,13.503,23,9,2011,Autumn
1659,12,2011-09-30,866401.45,0,83.26,3.877,129.6060667,13.503,30,9,2011,Autumn
1660,12,2011-07-10,951244.66,0,70.44,3.827,129.6938,12.89,10,7,2011,Summer
1661,12,2011-10-14,927600.01,0,67.31,3.805,129.7706452,12.89,14,10,2011,Autumn
1662,12,2011-10-21,938604.58,0,73.05,3.842,129.7821613,12.89,21,10,2011,Autumn
1663,12,2011-10-28,990926.38,0,67.41,3.727,129.7936774,12.89,28,10,2011,Autumn
1664,12,2011-04-11,1051944.79,0,59.77,3.828,129.8051935,12.89,11,4,2011,Spring
1665,12,2011-11-11,1095091.53,0,48.76,3.824,129.8167097,12.89,11,11,2011,Autumn
1666,12,2011-11-18,970641.34,0,54.2,3.813,129.8268333,12.89,18,11,2011,Autumn
1667,12,2011-11-25,1591920.42,1,53.25,3.622,129.8364,12.89,25,11,2011,Autumn
1668,12,2011-02-12,1071383.1,0,52.5,3.701,129.8459667,12.89,12,2,2011,Winter
1669,12,2011-09-12,1189646.45,0,42.17,3.644,129.8555333,12.89,12,9,2011,Autumn
1670,12,2011-12-16,1293404.18,0,43.29,3.6,129.8980645,12.89,16,12,2011,Winter
1671,12,2011-12-23,1617612.03,0,45.4,3.541,129.9845484,12.89,23,12,2011,Winter
1672,12,2011-12-30,1111638.07,1,44.64,3.428,130.0710323,12.89,30,12,2011,Winter
1673,12,2012-06-01,945823.65,0,50.43,3.599,130.1575161,12.187,1,6,2012,Summer
1674,12,2012-01-13,865467.86,0,48.07,3.657,130.244,12.187,13,1,2012,Winter
1675,12,2012-01-20,855922.64,0,46.2,3.66,130.2792258,12.187,20,1,2012,Winter
1676,12,2012-01-27,888203.69,0,50.43,3.675,130.3144516,12.187,27,1,2012,Winter
1677,12,2012-03-02,1058767.95,0,50.58,3.702,130.3496774,12.187,2,3,2012,Spring
1678,12,2012-10-02,1199330.85,1,52.27,3.722,130.3849032,12.187,2,10,2012,Autumn
1679,12,2012-02-17,1240048.85,0,51.8,3.781,130.4546207,12.187,17,2,2012,Winter
1680,12,2012-02-24,1112034.72,0,53.13,3.95,130.5502069,12.187,24,2,2012,Winter
1681,12,2012-02-03,1147636.96,0,52.27,4.178,130.6457931,12.187,3,2,2012,Winter
1682,12,2012-09-03,1113208.57,0,54.54,4.25,130.7413793,12.187,3,9,2012,Autumn
1683,12,2012-03-16,1088498.52,0,64.44,4.273,130.8261935,12.187,16,3,2012,Spring
1684,12,2012-03-23,1045419.87,0,56.26,4.038,130.8966452,12.187,23,3,2012,Spring
1685,12,2012-03-30,1025382.22,0,64.36,4.294,130.9670968,12.187,30,3,2012,Spring
1686,12,2012-06-04,1128765.71,0,64.05,4.121,131.0375484,11.627,4,6,2012,Summer
1687,12,2012-04-13,1083811.19,0,64.28,4.254,131.108,11.627,13,4,2012,Spring
1688,12,2012-04-20,1006486.96,0,66.73,4.222,131.1173333,11.627,20,4,2012,Spring
1689,12,2012-04-27,1004252.38,0,77.99,4.193,131.1266667,11.627,27,4,2012,Spring
1690,12,2012-04-05,1073433.69,0,76.03,4.171,131.136,11.627,5,4,2012,Spring
1691,12,2012-11-05,1041995.22,0,77.27,4.186,131.1453333,11.627,5,11,2012,Autumn
1692,12,2012-05-18,1020486.05,0,84.51,4.11,131.0983226,11.627,18,5,2012,Spring
1693,12,2012-05-25,991514.21,0,83.84,4.293,131.0287742,11.627,25,5,2012,Spring
1694,12,2012-01-06,981345.2,0,78.11,4.277,130.9592258,11.627,6,1,2012,Winter
1695,12,2012-08-06,1086231.47,0,84.83,4.103,130.8896774,11.627,6,8,2012,Summer
1696,12,2012-06-15,1019555.51,0,85.94,4.144,130.8295333,11.627,15,6,2012,Summer
1697,12,2012-06-22,981386.25,0,91.61,4.014,130.7929,11.627,22,6,2012,Summer
1698,12,2012-06-29,943124.74,0,90.47,3.875,130.7562667,11.627,29,6,2012,Summer
1699,12,2012-06-07,1014898.78,0,89.13,3.765,130.7196333,10.926,7,6,2012,Summer
1700,12,2012-07-13,960312.75,0,95.61,3.723,130.683,10.926,13,7,2012,Summer
1701,12,2012-07-20,941550.34,0,85.53,3.726,130.7012903,10.926,20,7,2012,Summer
1702,12,2012-07-27,916967.92,0,93.47,3.769,130.7195806,10.926,27,7,2012,Summer
1703,12,2012-03-08,958667.23,0,88.16,3.76,130.737871,10.926,8,3,2012,Spring
1704,12,2012-10-08,984689.9,0,95.91,3.811,130.7561613,10.926,8,10,2012,Autumn
1705,12,2012-08-17,1005003.12,0,94.87,4.002,130.7909677,10.926,17,8,2012,Summer
1706,12,2012-08-24,1048101.39,0,85.32,4.055,130.8381613,10.926,24,8,2012,Summer
1707,12,2012-08-31,1061943.49,0,89.78,4.093,130.8853548,10.926,31,8,2012,Summer
1708,12,2012-07-09,955146.04,1,88.52,4.124,130.9325484,10.926,9,7,2012,Summer
1709,12,2012-09-14,885892.37,0,83.64,4.133,130.9776667,10.926,14,9,2012,Autumn
1710,12,2012-09-21,922735.37,0,82.97,4.125,131.0103333,10.926,21,9,2012,Autumn
1711,12,2012-09-28,880415.67,0,81.22,3.966,131.043,10.926,28,9,2012,Autumn
1712,12,2012-05-10,979825.92,0,81.61,3.966,131.0756667,10.199,10,5,2012,Spring
1713,12,2012-12-10,934917.47,0,71.74,4.468,131.1083333,10.199,10,12,2012,Winter
1714,12,2012-10-19,960945.43,0,68.66,4.449,131.1499677,10.199,19,10,2012,Autumn
1715,12,2012-10-26,974697.6,0,65.95,4.301,131.1930968,10.199,26,10,2012,Autumn
1716,13,2010-05-02,1967220.53,0,31.53,2.666,126.4420645,8.316,2,5,2010,Spring
1717,13,2010-12-02,2030933.46,1,33.16,2.671,126.4962581,8.316,2,12,2010,Winter
1718,13,2010-02-19,1970274.64,0,35.7,2.654,126.5262857,8.316,19,2,2010,Winter
1719,13,2010-02-26,1817850.32,0,29.98,2.667,126.5522857,8.316,26,2,2010,Winter
1720,13,2010-05-03,1939980.43,0,40.65,2.681,126.5782857,8.316,3,5,2010,Spring
1721,13,2010-12-03,1840686.94,0,37.62,2.733,126.6042857,8.316,3,12,2010,Winter
1722,13,2010-03-19,1879794.89,0,42.49,2.782,126.6066452,8.316,19,3,2010,Spring
1723,13,2010-03-26,1882095.98,0,41.48,2.819,126.6050645,8.316,26,3,2010,Spring
1724,13,2010-02-04,2142482.14,0,42.15,2.842,126.6034839,8.107,4,2,2010,Winter
1725,13,2010-09-04,1898321.33,0,38.97,2.877,126.6019032,8.107,4,9,2010,Autumn
1726,13,2010-04-16,1819660.44,0,50.39,2.915,126.5621,8.107,16,4,2010,Spring
1727,13,2010-04-23,1909330.77,0,55.66,2.936,126.4713333,8.107,23,4,2010,Spring
1728,13,2010-04-30,1785823.37,0,48.33,2.941,126.3805667,8.107,30,4,2010,Spring
1729,13,2010-07-05,2005478.46,0,44.42,2.948,126.2898,8.107,5,7,2010,Summer
1730,13,2010-05-14,1890273.44,0,50.15,2.962,126.2085484,8.107,14,5,2010,Spring
1731,13,2010-05-21,1853657.6,0,57.71,2.95,126.1843871,8.107,21,5,2010,Spring
1732,13,2010-05-28,1877358.86,0,53.11,2.908,126.1602258,8.107,28,5,2010,Spring
1733,13,2010-04-06,2022705.22,0,59.85,2.871,126.1360645,8.107,6,4,2010,Spring
1734,13,2010-11-06,2037880.96,0,65.24,2.841,126.1119032,8.107,6,11,2010,Autumn
1735,13,2010-06-18,2003435.31,0,58.41,2.819,126.114,8.107,18,6,2010,Summer
1736,13,2010-06-25,1970340.25,0,71.83,2.82,126.1266,8.107,25,6,2010,Summer
1737,13,2010-02-07,2018314.71,0,78.82,2.814,126.1392,7.951,7,2,2010,Winter
1738,13,2010-09-07,1870843.9,0,71.33,2.802,126.1518,7.951,7,9,2010,Autumn
1739,13,2010-07-16,1932231.05,0,77.79,2.791,126.1498065,7.951,16,7,2010,Summer
1740,13,2010-07-23,1907351.2,0,82.27,2.797,126.1283548,7.951,23,7,2010,Summer
1741,13,2010-07-30,1817887.23,0,78.94,2.797,126.1069032,7.951,30,7,2010,Summer
1742,13,2010-06-08,1969121.45,0,81.24,2.802,126.0854516,7.951,8,6,2010,Summer
1743,13,2010-08-13,1877592.55,0,74.93,2.837,126.064,7.951,13,8,2010,Summer
1744,13,2010-08-20,1997397.63,0,76.34,2.85,126.0766452,7.951,20,8,2010,Summer
1745,13,2010-08-27,1908278.27,0,75.31,2.854,126.0892903,7.951,27,8,2010,Summer
1746,13,2010-03-09,1911852.58,0,65.71,2.868,126.1019355,7.951,9,3,2010,Spring
1747,13,2010-10-09,1772143.94,1,65.74,2.87,126.1145806,7.951,9,10,2010,Autumn
1748,13,2010-09-17,1790279.74,0,66.84,2.875,126.1454667,7.951,17,9,2010,Autumn
1749,13,2010-09-24,1705655.09,0,68.22,2.872,126.1900333,7.951,24,9,2010,Autumn
1750,13,2010-01-10,1765584.48,0,68.74,2.853,126.2346,7.795,10,1,2010,Winter
1751,13,2010-08-10,1871924.07,0,63.03,2.841,126.2791667,7.795,10,8,2010,Summer
1752,13,2010-10-15,1851431.06,0,54.12,2.845,126.3266774,7.795,15,10,2010,Autumn
1753,13,2010-10-22,1796949.59,0,56.89,2.849,126.3815484,7.795,22,10,2010,Autumn
1754,13,2010-10-29,1887895.07,0,45.12,2.841,126.4364194,7.795,29,10,2010,Autumn
1755,13,2010-05-11,1854967.66,0,49.96,2.831,126.4912903,7.795,11,5,2010,Spring
1756,13,2010-12-11,1939964.63,0,42.55,2.831,126.5461613,7.795,11,12,2010,Winter
1757,13,2010-11-19,1925393.91,0,42.0,2.842,126.6072,7.795,19,11,2010,Autumn
1758,13,2010-11-26,2766400.05,1,28.22,2.83,126.6692667,7.795,26,11,2010,Autumn
1759,13,2010-03-12,2083379.89,0,25.8,2.812,126.7313333,7.795,12,3,2010,Spring
1760,13,2010-10-12,2461468.35,0,36.78,2.817,126.7934,7.795,12,10,2010,Autumn
1761,13,2010-12-17,2771646.81,0,35.21,2.842,126.8794839,7.795,17,12,2010,Winter
1762,13,2010-12-24,3595903.2,0,34.9,2.846,126.9835806,7.795,24,12,2010,Winter
1763,13,2010-12-31,1675292.0,1,26.79,2.868,127.0876774,7.795,31,12,2010,Winter
1764,13,2011-07-01,1744544.39,0,16.94,2.891,127.1917742,7.47,1,7,2011,Summer
1765,13,2011-01-14,1682316.31,0,20.6,2.903,127.3009355,7.47,14,1,2011,Winter
1766,13,2011-01-21,1770177.37,0,34.8,2.934,127.4404839,7.47,21,1,2011,Winter
1767,13,2011-01-28,1633663.12,0,31.64,2.96,127.5800323,7.47,28,1,2011,Winter
1768,13,2011-04-02,1848186.58,0,23.35,2.974,127.7195806,7.47,2,4,2011,Spring
1769,13,2011-11-02,1944438.9,1,30.83,3.034,127.859129,7.47,2,11,2011,Autumn
1770,13,2011-02-18,2003480.59,0,40.85,3.062,127.99525,7.47,18,2,2011,Winter
1771,13,2011-02-25,1831933.95,0,33.17,3.12,128.13,7.47,25,2,2011,Winter
1772,13,2011-04-03,1894960.68,0,34.23,3.23,128.26475,7.47,3,4,2011,Spring
1773,13,2011-11-03,1852432.58,0,41.28,3.346,128.3995,7.47,3,11,2011,Autumn
1774,13,2011-03-18,1852443.78,0,44.69,3.407,128.5121935,7.47,18,3,2011,Spring
1775,13,2011-03-25,1807545.43,0,42.38,3.435,128.6160645,7.47,25,3,2011,Spring
1776,13,2011-01-04,1864238.64,0,42.49,3.487,128.7199355,7.193,4,1,2011,Winter
1777,13,2011-08-04,1887465.04,0,42.75,3.547,128.8238065,7.193,4,8,2011,Summer
1778,13,2011-04-15,1950994.04,0,41.72,3.616,128.9107333,7.193,15,4,2011,Spring
1779,13,2011-04-22,2124316.34,0,47.55,3.655,128.9553,7.193,22,4,2011,Spring
1780,13,2011-04-29,1895583.12,0,43.85,3.683,128.9998667,7.193,29,4,2011,Spring
1781,13,2011-06-05,1986380.4,0,47.75,3.744,129.0444333,7.193,5,6,2011,Summer
1782,13,2011-05-13,1958823.56,0,52.4,3.77,129.089,7.193,13,5,2011,Spring
1783,13,2011-05-20,1860923.55,0,52.12,3.802,129.0756774,7.193,20,5,2011,Spring
1784,13,2011-05-27,1866369.93,0,54.62,3.778,129.0623548,7.193,27,5,2011,Spring
1785,13,2011-03-06,1935593.87,0,52.76,3.752,129.0490323,7.193,6,3,2011,Spring
1786,13,2011-10-06,1997816.98,0,61.39,3.732,129.0357097,7.193,6,10,2011,Autumn
1787,13,2011-06-17,2086433.49,0,63.35,3.704,129.0432,7.193,17,6,2011,Summer
1788,13,2011-06-24,2009163.08,0,66.38,3.668,129.0663,7.193,24,6,2011,Summer
1789,13,2011-01-07,2048035.74,0,74.29,3.613,129.0894,6.877,7,1,2011,Winter
1790,13,2011-08-07,2021699.38,0,77.3,3.563,129.1125,6.877,7,8,2011,Summer
1791,13,2011-07-15,1956813.31,0,75.59,3.553,129.1338387,6.877,15,7,2011,Summer
1792,13,2011-07-22,1987089.36,0,78.5,3.563,129.1507742,6.877,22,7,2011,Summer
1793,13,2011-07-29,1880785.69,0,77.62,3.574,129.1677097,6.877,29,7,2011,Summer
1794,13,2011-05-08,2076231.8,0,75.56,3.595,129.1846452,6.877,8,5,2011,Spring
1795,13,2011-12-08,1970341.38,0,75.95,3.606,129.2015806,6.877,8,12,2011,Winter
1796,13,2011-08-19,2090340.98,0,76.68,3.578,129.2405806,6.877,19,8,2011,Summer
1797,13,2011-08-26,2035244.54,0,81.53,3.57,129.2832581,6.877,26,8,2011,Summer
1798,13,2011-02-09,1953628.82,0,77.0,3.58,129.3259355,6.877,9,2,2011,Winter
1799,13,2011-09-09,1872921.31,1,70.19,3.619,129.3686129,6.877,9,9,2011,Autumn
1800,13,2011-09-16,1923223.82,0,67.54,3.641,129.4306,6.877,16,9,2011,Autumn
1801,13,2011-09-23,1847430.96,0,63.6,3.648,129.5183333,6.877,23,9,2011,Autumn
1802,13,2011-09-30,1835662.69,0,68.28,3.623,129.6060667,6.877,30,9,2011,Autumn
1803,13,2011-07-10,2067232.56,0,60.62,3.592,129.6938,6.392,10,7,2011,Summer
1804,13,2011-10-14,1929659.07,0,51.74,3.567,129.7706452,6.392,14,10,2011,Autumn
1805,13,2011-10-21,1973544.27,0,54.66,3.579,129.7821613,6.392,21,10,2011,Autumn
1806,13,2011-10-28,1948733.81,0,47.41,3.567,129.7936774,6.392,28,10,2011,Autumn
1807,13,2011-04-11,2036317.54,0,43.51,3.538,129.8051935,6.392,11,4,2011,Spring
1808,13,2011-11-11,2111592.09,0,33.8,3.513,129.8167097,6.392,11,11,2011,Autumn
1809,13,2011-11-18,2016323.51,0,40.65,3.489,129.8268333,6.392,18,11,2011,Autumn
1810,13,2011-11-25,2864170.61,1,38.89,3.445,129.8364,6.392,25,11,2011,Autumn
1811,13,2011-02-12,2051315.66,0,33.94,3.389,129.8459667,6.392,12,2,2011,Winter
1812,13,2011-09-12,2462779.06,0,24.82,3.341,129.8555333,6.392,12,9,2011,Autumn
1813,13,2011-12-16,2760346.71,0,27.85,3.282,129.8980645,6.392,16,12,2011,Winter
1814,13,2011-12-23,3556766.03,0,24.76,3.186,129.9845484,6.392,23,12,2011,Winter
1815,13,2011-12-30,1969056.91,1,31.53,3.119,130.0710323,6.392,30,12,2011,Winter
1816,13,2012-06-01,1865752.78,0,33.8,3.08,130.1575161,6.104,1,6,2012,Summer
1817,13,2012-01-13,1794962.64,0,25.61,3.056,130.244,6.104,13,1,2012,Winter
1818,13,2012-01-20,1811606.21,0,32.71,3.047,130.2792258,6.104,20,1,2012,Winter
1819,13,2012-01-27,1733983.09,0,34.32,3.058,130.3144516,6.104,27,1,2012,Winter
1820,13,2012-03-02,1927780.74,0,31.39,3.077,130.3496774,6.104,2,3,2012,Spring
1821,13,2012-10-02,2069284.57,1,33.73,3.116,130.3849032,6.104,2,10,2012,Autumn
1822,13,2012-02-17,2214477.06,0,36.57,3.119,130.4546207,6.104,17,2,2012,Winter
1823,13,2012-02-24,1929768.03,0,35.38,3.145,130.5502069,6.104,24,2,2012,Winter
1824,13,2012-02-03,1969742.76,0,32.36,3.242,130.6457931,6.104,3,2,2012,Winter
1825,13,2012-09-03,1986445.65,0,38.24,3.38,130.7413793,6.104,3,9,2012,Autumn
1826,13,2012-03-16,2025582.62,0,52.5,3.529,130.8261935,6.104,16,3,2012,Spring
1827,13,2012-03-23,1904421.74,0,47.83,3.671,130.8966452,6.104,23,3,2012,Spring
1828,13,2012-03-30,1948982.7,0,53.2,3.734,130.9670968,6.104,30,3,2012,Spring
1829,13,2012-06-04,2271614.76,0,48.85,3.793,131.0375484,5.965,4,6,2012,Summer
